78 5 14 1.3 25
8.5 0.1966 0.27564
10.5 0.4597 0.603335
12.5 0.7746 0.982893
14.5 1.1609 1.41417
16.5 1.6112 1.89706
18.5 2.1265 2.43149
20.5 2.7051 3.01741
22.5 3.3441 3.65476
24.5 4.0411 4.34352
26.5 4.7937 5.08367
28.5 5.5992 5.87517
30.5 6.457 6.71802
32.5 7.3667 7.61221
34.5 8.3293 8.55772
36.5 9.3458 9.55455
38.5 10.4169 10.6027
40.5 11.5431 11.7021
42.5 12.7224 12.8529
44.5 13.9491 14.0549
46.5 15.2181 15.3083
48.5 16.5221 16.6129
13.5 1.3394 1.19207
15.5 1.7467 1.64917
17.5 2.2184 2.15784
19.5 2.7527 2.71802
21.5 3.3484 3.32966
23.5 4.003 3.99272
25.5 4.7143 4.70717
27.5 5.4805 5.473
29.5 6.3004 6.29018
31.5 7.1733 7.1587
33.5 8.0998 8.07855
35.5 9.08 9.04973
37.5 10.1147 10.0722
39.5 11.2036 11.146
41.5 12.3466 12.2711
43.5 13.5441 13.4475
45.5 14.7911 14.6752
16.5 2.1237 2.03095
18.5 2.6293 2.57783
20.5 3.1973 3.17495
22.5 3.8243 3.82244
24.5 4.5094 4.52041
26.5 5.2506 5.26895
28.5 6.0465 6.06815
30.5 6.8963 6.91807
32.5 7.7988 7.81877
34.5 8.7546 8.77031
36.5 9.7638 9.77274
38.5 10.8268 10.8261
40.5 11.9392 11.9304
42.5 13.0861 13.0857
23.5 4.58 3.99272
25.5 5.2251 4.70717
27.5 5.9273 5.473
29.5 6.6819 6.29018
31.5 7.4919 7.1587
33.5 8.3573 8.07855
35.5 9.2778 9.04973
37.5 10.2535 10.0722
39.5 11.2851 11.146
41.5 12.3701 12.2711
