12.5
75 50 30
**********************************
0 0 -1.08333 0 -3 0 -0 0 0
0 10 -1.08333 0 -2.96985 0 -0 0 0
0 20 -1.08333 0 -2.88302 0 -0 0 0
0 30 -1.08333 0 -2.75 0 -0 0 0
0 40 -1.08333 0 -2.58682 0 -0 0 0
0 50 -1.08333 0 -2.41318 -0 0 0 0
0 60 -1.08333 0 -2.25 -0 0 0 0
0 70 -1.08333 0 -2.11698 -0 0 0 0
0 80 -1.08333 0 -2.03015 -0 0 0 0
0 90 -1.08333 -0 -2 -0 0 0 0
0 100 -1.08333 -0 -2.03015 -0 0 0 0
0 110 -1.08333 -0 -2.11698 -0 0 0 0
0 120 -1.08333 -0 -2.25 -0 0 0 0
0 130 -1.08333 -0 -2.41318 -0 0 0 0
0 140 -1.08333 -0 -2.58682 0 -0 0 0
0 150 -1.08333 -0 -2.75 0 -0 0 0
0 160 -1.08333 -0 -2.88302 0 -0 0 0
0 170 -1.08333 -0 -2.96985 0 -0 0 0
0 180 -1.08333 0 -3 0 -0 0 0
0 190 -1.08333 0 -2.96985 0 -0 0 0
0 200 -1.08333 0 -2.88302 0 -0 0 0
0 210 -1.08333 0 -2.75 0 -0 0 0
0 220 -1.08333 0 -2.58682 0 -0 0 0
0 230 -1.08333 0 -2.41318 -0 0 0 0
0 240 -1.08333 0 -2.25 -0 0 0 0
0 250 -1.08333 0 -2.11698 -0 0 0 0
0 260 -1.08333 0 -2.03015 -0 0 0 0
0 270 -1.08333 -0 -2 -0 0 0 0
0 280 -1.08333 -0 -2.03015 -0 0 0 0
0 290 -1.08333 -0 -2.11698 -0 0 0 0
0 300 -1.08333 -0 -2.25 -0 0 0 0
0 310 -1.08333 -0 -2.41318 -0 0 0 0
0 320 -1.08333 -0 -2.58682 0 -0 0 0
0 330 -1.08333 -0 -2.75 0 -0 0 0
0 340 -1.08333 -0 -2.88302 0 -0 0 0
0 350 -1.08333 -0 -2.96985 0 -0 0 0
0 360 -1.08333 0 -3 0 -0 0 0
10 0 -1.57991 0 -2.63096 0.0301537 -0.0793331 0 0
10 10 -1.57475 0.00515658 -2.60262 0.0283352 -0.0771668 0 0
10 20 -1.5599 0.00969121 -2.52104 0.0230991 -0.0703167 0 0
10 30 -1.53715 0.0130569 -2.39604 0.0150768 -0.058058 0 0
10 40 -1.50925 0.0148478 -2.2427 0.00523613 -0.0401057 0 0
10 50 -1.47955 0.0148478 -2.07952 -0.00523613 -0.0174739 0 0
10 60 -1.45165 0.0130569 -1.92619 -0.0150768 0.00710753 0 0
10 70 -1.4289 0.00969121 -1.80119 -0.0230991 0.0295227 0 0
10 80 -1.41405 0.00515658 -1.7196 -0.0283352 0.0453043 0 0
10 90 -1.4089 -6.18463e-12 -1.69127 -0.0301537 0.0509979 0 0
10 100 -1.41405 -0.00515658 -1.7196 -0.0283352 0.0453043 0 0
10 110 -1.4289 -0.00969121 -1.80119 -0.0230991 0.0295227 0 0
10 120 -1.45165 -0.0130569 -1.92619 -0.0150768 0.00710753 0 0
10 130 -1.47955 -0.0148478 -2.07952 -0.00523613 -0.0174739 0 0
10 140 -1.50925 -0.0148478 -2.2427 0.00523613 -0.0401057 0 0
10 150 -1.53715 -0.0130569 -2.39604 0.0150768 -0.058058 0 0
10 160 -1.5599 -0.00969121 -2.52104 0.0230991 -0.0703167 0 0
10 170 -1.57475 -0.00515658 -2.60262 0.0283352 -0.0771668 0 0
10 180 -1.57991 1.23693e-11 -2.63096 0.0301537 -0.0793331 0 0
10 190 -1.57475 0.00515658 -2.60262 0.0283352 -0.0771668 0 0
10 200 -1.5599 0.00969121 -2.52104 0.0230991 -0.0703167 0 0
10 210 -1.53715 0.0130569 -2.39604 0.0150768 -0.058058 0 0
10 220 -1.50925 0.0148478 -2.2427 0.00523613 -0.0401057 0 0
10 230 -1.47955 0.0148478 -2.07952 -0.00523613 -0.0174739 0 0
10 240 -1.45165 0.0130569 -1.92619 -0.0150768 0.00710753 0 0
10 250 -1.4289 0.00969121 -1.80119 -0.0230991 0.0295227 0 0
10 260 -1.41405 0.00515658 -1.7196 -0.0283352 0.0453043 0 0
10 270 -1.4089 -1.85539e-11 -1.69127 -0.0301537 0.0509979 0 0
10 280 -1.41405 -0.00515658 -1.7196 -0.0283352 0.0453043 0 0
10 290 -1.4289 -0.00969121 -1.80119 -0.0230991 0.0295227 0 0
10 300 -1.45165 -0.0130569 -1.92619 -0.0150768 0.00710753 0 0
10 310 -1.47955 -0.0148478 -2.07952 -0.00523613 -0.0174739 0 0
10 320 -1.50925 -0.0148478 -2.2427 0.00523613 -0.0401057 0 0
10 330 -1.53715 -0.0130569 -2.39604 0.0150768 -0.058058 0 0
10 340 -1.5599 -0.00969121 -2.52104 0.0230991 -0.0703167 0 0
10 350 -1.57475 -0.00515658 -2.60262 0.0283352 -0.0771668 0 0
10 360 -1.57991 2.47385e-11 -2.63096 0.0301537 -0.0793331 0 0
20 0 -1.98218 0 -1.92761 0.116978 -0.225488 0 0
20 10 -1.97249 0.0200044 -1.90451 0.109923 -0.221433 0 0
20 20 -1.94459 0.0375959 -1.838 0.0896102 -0.207382 0 0
20 30 -1.90183 0.0506529 -1.7361 0.0584889 -0.179013 0 0
20 40 -1.84939 0.0576003 -1.6111 0.020313 -0.132906 0 0
20 50 -1.79358 0.0576003 -1.47808 -0.020313 -0.0701551 0 0
20 60 -1.74114 0.0506529 -1.35308 -0.0584889 0.00166956 0 0
20 70 -1.69838 0.0375959 -1.25118 -0.0896102 0.0694396 0 0
20 80 -1.67048 0.0200044 -1.18467 -0.109923 0.118139 0 0
20 90 -1.66079 -2.39925e-11 -1.16157 -0.116978 0.135878 0 0
20 100 -1.67048 -0.0200044 -1.18467 -0.109923 0.118139 0 0
20 110 -1.69838 -0.0375959 -1.25118 -0.0896102 0.0694396 0 0
20 120 -1.74114 -0.0506529 -1.35308 -0.0584889 0.00166956 0 0
20 130 -1.79358 -0.0576003 -1.47808 -0.020313 -0.0701551 0 0
20 140 -1.84939 -0.0576003 -1.6111 0.020313 -0.132906 0 0
20 150 -1.90183 -0.0506529 -1.7361 0.0584889 -0.179013 0 0
20 160 -1.94459 -0.0375959 -1.838 0.0896102 -0.207382 0 0
20 170 -1.97249 -0.0200044 -1.90451 0.109923 -0.221433 0 0
20 180 -1.98218 4.79851e-11 -1.92761 0.116978 -0.225488 0 0
20 190 -1.97249 0.0200044 -1.90451 0.109923 -0.221433 0 0
20 200 -1.94459 0.0375959 -1.838 0.0896102 -0.207382 0 0
20 210 -1.90183 0.0506529 -1.7361 0.0584889 -0.179013 0 0
20 220 -1.84939 0.0576003 -1.6111 0.020313 -0.132906 0 0
20 230 -1.79358 0.0576003 -1.47808 -0.020313 -0.0701551 0 0
20 240 -1.74114 0.0506529 -1.35308 -0.0584889 0.00166956 0 0
20 250 -1.69838 0.0375959 -1.25118 -0.0896102 0.0694396 0 0
20 260 -1.67048 0.0200044 -1.18467 -0.109923 0.118139 0 0
20 270 -1.66079 -7.19776e-11 -1.16157 -0.116978 0.135878 0 0
20 280 -1.67048 -0.0200044 -1.18467 -0.109923 0.118139 0 0
20 290 -1.69838 -0.0375959 -1.25118 -0.0896102 0.0694396 0 0
20 300 -1.74114 -0.0506529 -1.35308 -0.0584889 0.00166956 0 0
20 310 -1.79358 -0.0576003 -1.47808 -0.020313 -0.0701551 0 0
20 320 -1.84939 -0.0576003 -1.6111 0.020313 -0.132906 0 0
20 330 -1.90183 -0.0506529 -1.7361 0.0584889 -0.179013 0 0
20 340 -1.94459 -0.0375959 -1.838 0.0896102 -0.207382 0 0
