60	0	1.1668633353369695
60	10	1.2563821013578882
60	20	1.514141115082237
60	30	1.9090508353369695
60	40	2.39347932161262
60	50	2.90899734906132
60	60	3.3934258353369695
60	70	3.788335555591702
60	80	4.046094569316052
60	90	4.13561333533697
60	100	4.046094569316052
60	110	3.788335555591702
60	120	3.3934258353369695
60	130	2.90899734906132
60	140	2.39347932161262
60	150	1.9090508353369695
60	160	1.514141115082237
60	170	1.2563821013578882
60	180	1.1668633353369695
60	190	1.2563821013578882
60	200	1.514141115082237
60	210	1.9090508353369695
60	220	2.39347932161262
60	230	2.90899734906132
60	240	3.3934258353369695
60	250	3.788335555591702
60	260	4.046094569316052
60	270	4.13561333533697
60	280	4.046094569316052
60	290	3.788335555591702
60	300	3.3934258353369695
60	310	2.90899734906132
60	320	2.39347932161262
60	330	1.9090508353369695
60	340	1.514141115082237
60	350	1.2563821013578882
60	360	1.1668633353369695
